,mid,title,text
2113,3552541	,月食的第131沙罗周期	,第131个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有72次。	
2114,3552543	,月食的第132沙罗序列	,第132个沙罗序列中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2115,3552548	,月食的第133沙罗周期	,第133个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2116,3552557	,月食的第134沙罗周期	,第134个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有72次。	
2117,3552567	,月食的第135沙罗周期	,第135个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2118,3552569	,月食的第136沙罗周期	,第136个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有72次。	
2119,3552571	,月食的第137沙罗周期	,第137个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有78次。	
2120,3552574	,月食的第138沙罗周期	,第138个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有82次。	
2121,3552578	,月食的第139沙罗周期	,第139个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有75次。	
2122,3552580	,月食的第140沙罗周期	,第140个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有77次。	
2123,3552582	,月食的第141沙罗周期	,第141个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有72次。	
2124,3552584	,猿丸大夫	,猿丸大夫（，生卒年不详）是日本古代的歌人。「猿丸」为其名、大夫或为五位以上的官位。他是三十六歌仙之一。关于猿丸大夫，有元明天皇时代的人的说法、也有说法称是元庆年间的人，也有怀疑此人并不存在的观点。在《古今和歌集·真名序》中记载：“大友黑主之歌，古猿丸大夫之次也。颇有逸兴，而体甚鄙。如田夫之息花前也。”有关他的历史记载仅此而已。但至少编撰《古今和歌集》的时候，猿丸大夫的名字在一定程度上已经被传开。关于猿丸大夫的身份，亦有多种说法。有山背大兄王之子弓削王、天武天皇之子弓削皇子、弓削道镜、日光二荒山神社神职小野氏的祖先小野猿丸等说法。学者梅原猛在其论著《水底の歌-柿本人麻吕论》中提出“猿丸大夫与柿本人麻吕为同一人”的观点，但缺少有力的依据。在鸭长明的《方丈记》中记载了鸭长明抛弃尘世之后在近畿内寻访名胜：上文中「猿丸」音为“”，「大夫」音为“”。	
2125,3552586	,月食的第142沙罗周期	,第142个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有73次。	
2126,3552587	,喻氏兄弟	,喻氏兄弟，也被称之为元亨兄弟，是中国明代兽医学家。兄喻仁，字本元，别号曲川。弟喻杰，字本亨，别号月川，庐州府六安州(今安徽六安)人，生卒年不详，大约生活在明代嘉靖(1522—1566年)到万历(1573—1620年)年间。二人生平不详，有数种兽医著作传世，如《元亨疗马集》、《元亨疗牛集》、《驼经》。《元亨疗马集》是中国兽医的经典著作。	
2127,3552591	,月食的第143沙罗周期	,第143个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有72次。	
2128,3552596	,月食的第144沙罗周期	,第144个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2129,3552598	,德氏盔鱼	,德氏盔鱼，为辐鳍鱼纲鲈形目隆头鱼亚目隆头鱼科的其中一种，分布于东太平洋的复活节岛海域，栖息深度1-60公尺，体长可达27公分，栖息在沙石混合海域，属肉食性，以腹足类、片脚类等为食，生活习性不明。	
2130,3552600	,月食的第145沙罗周期	,第145个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2131,3552601	,月食的第146沙罗周期	,第146个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2132,3552602	,月食的第147沙罗周期	,第147个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2133,3552603	,IBM院士	,"IBM院士，自1962年开始，由IBM公司总裁（Thomas Watson, Jr.）设立的公司内头衔，是IBM公司内的工程师、科学家、程式员所能获得的最高荣誉。每年由IBM公司执行长，选出四到九名，授与这项荣衔。成为IBM院士之后，IBM公司通常会给与他们更大的空间，让他们可以追求与实践在他们自身专业领域内所提出的研究方向与研究计划。IBM公司全部员工约433,000位，属于技术性质的成员超过 200,000位，其中约有超过 600个人被授与IBM杰出工程师职位，而自1962年至今，共有246个人被授与IBM院士头衔，其中85位现今仍是IBM员工。史上第一位获得IBM院士头衔的，一般认为是法兰西斯·汉米尔顿（Francis E. Hamilton），他在1963年获得这个头衔。	"
2134,3552604	,月食的第148沙罗周期	,第148个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有70次。	
2135,3552605	,月食的第149沙罗周期	,第149个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2136,3552609	,月食的第150沙罗周期	,第150个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2137,3552610	,月食的第151沙罗周期	,第151个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2138,3552614	,月食的第152沙罗周期	,第152个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有72次。	
2139,3552615	,月食的第153沙罗周期	,第153个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有71次。	
2140,3552616	,天主教圣米格尔教区	,天主教圣米格尔教区可以指：	
2141,3552620	,月食的第154沙罗周期	,第154个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2142,3552623	,月食的第155沙罗周期	,第155个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有73次。	
2143,3552625	,月食的第156沙罗周期	,第156个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有81次。	
2144,3552627	,月食的第157沙罗周期	,第157个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有73次。	
2145,3552629	,月食的第158沙罗周期	,第100个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有81次。	
2146,3552631	,IBM杰出工程师	,"IBM杰出工程师（，缩写为DE），IBM公司的工程师职位之一，授与在执行层面的技术领导者，因为他们杰出的技术能力与领导能力而授与此职。获得此职位的工程师，可能继续被晋升到IBM院士职位。IBM公司全部员工约433,000位，属于技术性质的成员超过 200,000位，其中约有超过 600个人被授与这个职务。IBM杰出工程师负责他们所属执行单位中的整合工作，除了要负责领导他们自己的部门外，也负责为公司的管理阶层提供技术与商业策略方面的建议与实行。	"
2147,3552634	,佛得角足球协会	,佛得角足球协会是专门管辖佛得角足球事务的组织。佛得角足球协会成立于1982年，并在1986年加入国际足协。此外，它还是非洲足协和西非洲足球联会的成员之一。	
2148,3552635	,天主教圣米格尔教区 (萨尔瓦多)	,"天主教圣米格尔教区（、）是萨尔瓦多一个罗马天主教教区，属圣萨尔瓦多总教区。教区成立于1913年2月11日，位于该国东部。2010年有教友862,350人（占辖区总人口69.8%）、四十四个堂区、六十一名司铎。现任教区主教为米格尔·安赫尔·莫兰·阿基诺。	"
2149,3552636	,月食的第159沙罗周期	,第159个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有73次。	
2150,3552638	,月食的第160沙罗周期	,第160个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有72次。	
2151,3552643	,月食的第161沙罗周期	,第161个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有73次。	
2152,3552644	,月食的第162沙罗周期	,第162个沙罗周期中的月食在月球的升交点发生，每次相隔18年11又1/3日，共有71次。	
2153,3552646	,月食的第163沙罗周期	,第163个沙罗周期中的月食在月球的降交点发生，每次相隔18年11又1/3日，共有70次。	
2154,3552650	,杨家溪	,杨家溪村，是福建省霞浦县牙城镇下辖的一个行政村，地处太姥山山区，濒临七都溪。相传是北宋名将杨文广在此平定南蛮十八洞之一以后，在此地留下了杨家将士驻守而得名。其川景幽美，是当地太姥山名胜区里“山、海、川”三大主要景区之一。	
2155,3552659	,黄纹盔鱼	,黄纹盔鱼，为辐鳍鱼纲鲈形目隆头鱼亚目隆头鱼科的其中一种，分布于中东太平洋的夏威夷群岛、中途岛海域，栖息深度1-98公尺，体长可达50.8公分，栖息在沙石混合的礁石区海域，属肉食性，以腹足类、海胆、海星、贝类等为食，生活习性不明，可作为观赏鱼。	
2156,3552670	,红尾盔鱼	,红尾盔鱼，为辐鳍鱼纲鲈形目隆头鱼亚目隆头鱼科的其中一种，分布于西印度洋区，从红海、东非至斯里兰卡海域，栖息深度2-50公尺，体长可达60公分，栖息在海草生长的礁石区海域，属肉食性，以腹足类、海胆、软体动物等为食，生活习性不明，可作为观赏鱼及食用鱼。	
2157,3547710	,小行星7362	,小行星7362是一颗围绕太阳公转的小行星。1996年3月15日，近地小行星追踪在茂宜岛发现了此天体。这颗小行星的绝对星等为101.6390793535965等。	
2158,3547711	,小行星7364	,小行星7364是一颗围绕太阳公转的小行星。1996年5月22日，在伊斯特拉发现了此天体。这颗小行星的绝对星等为129.1595185785421等。	
2159,3547714	,小行星7365	,小行星7365（世宗星，）是一颗围绕太阳公转的小行星。1996年8月18日，渡边和郎在札幌市发现了此天体。这颗小行星以朝鲜王朝第四代国王世宗的名字命名。这颗小行星的绝对星等为181.07971等。	
2160,3547715	,小行星7368	,小行星7368是一颗围绕太阳公转的小行星。1966年1月20日，Indiana University在摩根县发现了此天体。这颗小行星的绝对星等为37.19484等。	
2161,3547716	,小行星7370	,小行星7370是一颗围绕太阳公转的小行星。1978年9月27日，柳德米拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为207.38725等。	
2162,3547718	,小行星7371	,小行星7371是一颗围绕太阳公转的小行星。1978年11月7日，舒尔特·巴斯、埃莉诺·赫琳在帕洛马山发现了此天体。这颗小行星的绝对星等为203.12114等。	
2163,3547719	,小行星7373	,小行星7373是一颗围绕太阳公转的小行星。1979年8月27日，尼古拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为121.00100等。	
2164,3547720	,小行星7374	,小行星7374是一颗围绕太阳公转的小行星。1980年2月19日，兹丹卡·瓦弗洛娃在克列特发现了此天体。这颗小行星的绝对星等为151.79550等。	
2165,3547721	,小行星7375	,小行星7375是一颗围绕太阳公转的小行星。1980年8月14日，兹丹卡·瓦弗洛娃在克列特发现了此天体。这颗小行星的绝对星等为353.5021344583377等。	
2166,3547722	,小行星7376	,小行星7376是一颗围绕太阳公转的小行星。1980年10月31日，舒尔特·巴斯在帕洛马山发现了此天体。这颗小行星的绝对星等为348.3672904981548等。	
2167,3547723	,小行星7377	,小行星7377是一颗围绕太阳公转的小行星。1981年3月1日，舒尔特·巴斯在赛丁泉山发现了此天体。这颗小行星的绝对星等为337.31164等。	
2168,3547725	,小行星7378	,小行星7378是一颗围绕太阳公转的小行星。1981年3月2日，舒尔特·巴斯在赛丁泉山发现了此天体。这颗小行星的绝对星等为276.01578等。	
2169,3547726	,小行星7379	,小行星7379是一颗围绕太阳公转的小行星。1981年3月1日，舒尔特·巴斯在赛丁泉山发现了此天体。这颗小行星的绝对星等为40.21708775483583等。	
2170,3547727	,小行星7380	,小行星7380是一颗围绕太阳公转的小行星。1981年9月3日，N. G. Thomas在可可尼诺县发现了此天体。这颗小行星的绝对星等为238.9868182579515等。	
2171,3547728	,小行星7381	,小行星7381是一颗围绕太阳公转的小行星。1981年9月8日，在克里米亚发现了此天体。这颗小行星的绝对星等为328.3343645329002等。	
2172,3547729	,小行星7383	,小行星7383是一颗围绕太阳公转的小行星。1981年9月30日，在哈佛大学天文台发现了此天体。这颗小行星的绝对星等为335.83028等。	
2173,3547730	,小行星7384	,小行星7384是一颗围绕太阳公转的小行星。1981年10月6日，兹丹卡·瓦弗洛娃在克列特发现了此天体。这颗小行星的绝对星等为125.3805646486169等。	
2174,3547731	,小行星7386	,小行星7386是一颗围绕太阳公转的小行星。1981年11月25日，在哈佛大学天文台发现了此天体。这颗小行星的绝对星等为10.67336等。	
2175,3547732	,小行星7387	,小行星7387是一颗围绕太阳公转的小行星。1982年1月30日，爱德华·鲍威尔在可可尼诺县发现了此天体。这颗小行星的绝对星等为294.6280001877957等。	
2176,3547733	,小行星7388	,小行星7388是一颗围绕太阳公转的小行星。1982年3月23日，在拉西拉天文台发现了此天体。这颗小行星的绝对星等为331.17955等。	
2177,3547734	,小行星7389	,小行星7389是一颗围绕太阳公转的小行星。1982年10月17日，爱德华·鲍威尔在可可尼诺县发现了此天体。这颗小行星的绝对星等为292.87673等。	
2178,3547735	,小行星7390	,小行星7390是一颗围绕太阳公转的小行星。1983年8月31日，克列特在克列特发现了此天体。这颗小行星的绝对星等为139.44399等。	
2179,3547736	,小行星7391	,小行星7391是一颗围绕太阳公转的小行星。1983年11月8日，安东宁·姆尔科斯在克列特发现了此天体。这颗小行星的绝对星等为79.46855等。	
2180,3547737	,小行星7392	,小行星7392是一颗围绕太阳公转的小行星。1984年3月6日，爱德华·鲍威尔在可可尼诺县发现了此天体。这颗小行星的绝对星等为205.2210741029433等。	
2181,3547738	,小行星7393	,小行星7393是一颗围绕太阳公转的小行星。1984年9月28日，B. A. Skiff在可可尼诺县发现了此天体。这颗小行星的绝对星等为331.6452145253843等。	
2182,3547739	,小行星7394	,小行星7394是一颗围绕太阳公转的小行星。1985年8月18日，尼古拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为193.489541930149等。	
2183,3547740	,小行星7395	,小行星7395是一颗围绕太阳公转的小行星。1985年9月10日，兹丹卡·瓦弗洛娃在克列特发现了此天体。这颗小行星的绝对星等为126.27263等。	
2184,3547741	,小行星7397	,小行星7397是一颗围绕太阳公转的小行星。1986年8月26日，在拉西拉天文台发现了此天体。这颗小行星的绝对星等为59.29589等。	
2185,3547742	,小行星7398	,小行星7398是一颗围绕太阳公转的小行星。1986年11月3日，安东宁·姆尔科斯在克列特发现了此天体。这颗小行星的绝对星等为245.7149615598024等。	
2186,3547743	,小行星7399	,小行星7399是一颗围绕太阳公转的小行星。1987年1月29日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为120.4403998609188等。	
2187,3547745	,小行星7400	,小行星7400是一颗围绕太阳公转的小行星。1987年8月21日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为181.56841等。	
2188,3547746	,小行星7401	,小行星7401是一颗围绕太阳公转的小行星。1987年8月21日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为144.2341434806273等。	
2189,3547747	,小行星7402	,小行星7402是一颗围绕太阳公转的小行星。1987年12月25日，小岛卓雄在千代田发现了此天体。这颗小行星的绝对星等为292.84309等。	
2190,3547748	,小行星7404	,小行星7404是一颗围绕太阳公转的小行星。1988年1月13日，在拉西拉天文台发现了此天体。这颗小行星的绝对星等为208.3027886286052等。	
2191,3547749	,小行星7405	,小行星7405是一颗围绕太阳公转的小行星。1988年3月16日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为169.73024等。	
2192,3547750	,小行星7406	,小行星7406是一颗围绕太阳公转的小行星。1988年10月3日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为68.83025519101618等。	
2193,3547751	,小行星7407	,小行星7407是一颗围绕太阳公转的小行星。1988年10月3日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为141.4219315409787等。	
2194,3547752	,小行星7408	,小行星7408是一颗围绕太阳公转的小行星。1989年9月23日，水野义兼、古田俊正在可儿市发现了此天体。这颗小行星的绝对星等为330.74025等。	
2195,3547753	,小行星7409	,小行星7409是一颗围绕太阳公转的小行星。1990年1月21日，M. Arai、H. Mori在寄居町发现了此天体。这颗小行星的绝对星等为341.6886754959402等。	
2196,3547754	,小行星7410	,小行星7410是一颗围绕太阳公转的小行星。1990年8月20日，关勉在芸西天文台发现了此天体。这颗小行星的绝对星等为53.37312947135715等。	
2197,3547756	,小行星7411	,小行星7411是一颗围绕太阳公转的小行星。1990年8月22日，亨利·E·霍尔特在帕洛马山发现了此天体。这颗小行星的绝对星等为94.37944等。	
2198,3547757	,小行星7412	,小行星7412是一颗围绕太阳公转的小行星。1990年9月22日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为166.24347等。	
2199,3547758	,小行星7415	,小行星7415是一颗围绕太阳公转的小行星。1990年11月14日，关勉在芸西天文台发现了此天体。这颗小行星的绝对星等为245.53420等。	
2200,3547759	,小行星7416	,小行星7416是一颗围绕太阳公转的小行星。1990年11月16日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为288.6508164622185等。	
2201,3547760	,小行星7417	,小行星7417是一颗围绕太阳公转的小行星。1990年12月19日，M. Arai、H. Mori在寄居町发现了此天体。这颗小行星的绝对星等为6.524508326298527等。	
2202,3547761	,小行星7419	,小行星7419是一颗围绕太阳公转的小行星。1991年8月5日，亨利·E·霍尔特在帕洛马山发现了此天体。这颗小行星的绝对星等为47.73391等。	
2203,3547762	,小行星7421	,小行星7421是一颗围绕太阳公转的小行星。1992年4月30日，串田嘉男、村松修在八之岳发现了此天体。这颗小行星的绝对星等为61.1335956306182等。	
2204,3547763	,小行星7422	,小行星7422是一颗围绕太阳公转的小行星。1992年6月3日，G. J. Leonard在帕洛马山发现了此天体。这颗小行星的绝对星等为243.7970634942341等。	
2205,3547764	,小行星7423	,小行星7423是一颗围绕太阳公转的小行星。1992年8月2日，亨利·E·霍尔特在帕洛马山发现了此天体。这颗小行星的绝对星等为144.7550638276051等。	
2206,3547765	,小行星7424	,小行星7424是一颗围绕太阳公转的小行星。1992年8月6日，亨利·E·霍尔特在帕洛马山发现了此天体。这颗小行星的绝对星等为181.05493等。	
2207,3547766	,小行星7425	,小行星7425是一颗围绕太阳公转的小行星。1992年9月2日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为343.2798253878128等。	
2208,3547767	,小行星7426	,小行星7426是一颗围绕太阳公转的小行星。1992年10月27日，在Dynic发现了此天体。这颗小行星的绝对星等为139.8029433519055等。	
2209,3547769	,小行星7427	,小行星7427是一颗围绕太阳公转的小行星。1992年11月2日，川里信弘在上野原市发现了此天体。这颗小行星的绝对星等为272.202290955189等。	
2210,3547770	,小行星7428	,小行星7428是一颗围绕太阳公转的小行星。1992年12月24日，浦田武在清水町发现了此天体。这颗小行星的绝对星等为350.85829等。	
2211,3547771	,小行星7429	,小行星7429是一颗围绕太阳公转的小行星。1992年12月24日，T. Hioki、早川修司在奥多摩町发现了此天体。这颗小行星的绝对星等为234.7540213162409等。	
2212,3547772	,小行星7430	,小行星7430是一颗围绕太阳公转的小行星。1993年1月23日，圆馆金、渡边和郎在北见发现了此天体。这颗小行星的绝对星等为183.81521等。	
2213,3547773	,小行星7431	,小行星7431是一颗围绕太阳公转的小行星。1993年3月19日，UESAC在拉西拉天文台发现了此天体。这颗小行星的绝对星等为222.57208等。	
2214,3547774	,小行星7432	,小行星7432是一颗围绕太阳公转的小行星。1993年4月23日，A. C. Gilmore、P. M. Kilmartin在蒂卡普湖发现了此天体。这颗小行星的绝对星等为287.54908等。	
2215,3547775	,小行星7433	,小行星7433是一颗围绕太阳公转的小行星。1993年5月21日，Farra d'Isonzo在法拉迪松佐发现了此天体。这颗小行星的绝对星等为4.10637等。	
2216,3547776	,小行星7434	,小行星7434是一颗围绕太阳公转的小行星。1994年1月14日，小林隆男在大泉町发现了此天体，以大阪市（Osaka）命名。这颗小行星的绝对星等为298.85939等。	
2217,3547777	,小行星7435	,小行星7435是一颗围绕太阳公转的小行星。1994年2月8日，圆馆金、渡边和郎在北见发现了此天体。这颗小行星的绝对星等为318.39722等。	
2218,3547779	,小行星7437	,小行星7437是一颗围绕太阳公转的小行星。1994年3月12日，V. Goretti、A. Boattini在阿夏戈发现了此天体。这颗小行星的绝对星等为286.7144889921296等。	
2219,3547780	,小行星7438	,小行星7438是一颗围绕太阳公转的小行星。1994年5月12日，中村彰正在久万高原町发现了此天体。这颗小行星的绝对星等为67.85629320904792等。	
2220,3547781	,小行星7439	,小行星7439是一颗围绕太阳公转的小行星。1994年12月6日，小林隆男在大泉町发现了此天体。这颗小行星的绝对星等为65.69759065591109等。	
2221,3547782	,小行星7440	,小行星7440是一颗围绕太阳公转的小行星。1995年3月1日，米洛斯·提奇在克列特发现了此天体。这颗小行星的绝对星等为319.7641794711795等。	
2222,3547783	,小行星7441	,小行星7441是一颗围绕太阳公转的小行星。1995年7月30日，佳娜·蒂佳、米洛斯·提奇在克列特发现了此天体。这颗小行星的绝对星等为13.53216等。	
2223,3547784	,小行星7442	,小行星7442是一颗围绕太阳公转的小行星。1995年9月20日，圆馆金、渡边和郎在北见发现了此天体。这颗小行星的绝对星等为229.43615等。	
2224,3547785	,小行星7443	,小行星7443是一颗围绕太阳公转的小行星。1996年1月26日，小林隆男在大泉町发现了此天体。这颗小行星的绝对星等为180.1526690232664等。	
2225,3547786	,小行星7444	,小行星7444是一颗围绕太阳公转的小行星。1996年10月9日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为359.2307487182289等。	
2226,3547787	,小行星7445	,小行星7445是一颗围绕太阳公转的小行星。1960年9月24日，C. J. 万·豪敦、I. 万·豪敦-格勒内费尔德、T. 赫雷尔斯在帕洛马山发现了此天体。这颗小行星的绝对星等为109.69916等。	
2227,3547788	,小行星7446	,小行星7446是一颗围绕太阳公转的小行星。1973年9月29日，C. J. 万·豪敦、I. 万·豪敦-格勒内费尔德、T. 赫雷尔斯在帕洛马山发现了此天体。这颗小行星的绝对星等为325.11869等。	
2228,3547790	,小行星7447	,小行星7447是一颗围绕太阳公转的小行星。1977年10月17日，C. J. 万·豪敦、I. 万·豪敦-格勒内费尔德、T. 赫雷尔斯在帕洛马山发现了此天体。这颗小行星的绝对星等为8.846745291495642等。	
2229,3547791	,小行星7448	,小行星7448是一颗围绕太阳公转的小行星。1948年1月14日，沃尔特·巴德在威尔逊山发现了此天体。这颗小行星的绝对星等为292.42126等。	
2230,3547792	,小行星7450	,小行星7450是一颗围绕太阳公转的小行星。1968年7月24日，柳德米拉·切尔尼赫在智利的Cerro El Roble发现了此天体。这颗小行星的绝对星等为99.58287等。	
2231,3547793	,小行星7451	,小行星7451是一颗围绕太阳公转的小行星。1978年8月8日，尼古拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为198.65761等。	
2232,3547794	,小行星7452	,小行星7452是一颗围绕太阳公转的小行星。1978年8月31日，尼古拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为257.7057115213226等。	
2233,3547795	,小行星7453	,小行星7453是一颗围绕太阳公转的小行星。1978年9月5日，尼古拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为182.73679等。	
2234,3547796	,小行星7454	,小行星7454是一颗围绕太阳公转的小行星。1981年3月2日，舒尔特·巴斯在赛丁泉山发现了此天体。这颗小行星的绝对星等为308.01994等。	
2235,3547797	,小行星7455	,小行星7455是一颗围绕太阳公转的小行星。1981年3月2日，舒尔特·巴斯在赛丁泉山发现了此天体。这颗小行星的绝对星等为295.27446等。	
2236,3547798	,小行星7457	,小行星7457是一颗围绕太阳公转的小行星。1982年9月16日，柳德米拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为338.8045305107059等。	
2237,3547799	,小行星7458	,小行星7458是一颗围绕太阳公转的小行星。1984年2月28日，在拉西拉天文台发现了此天体。这颗小行星的绝对星等为238.8941423297672等。	
2238,3547800	,小行星7460	,小行星7460是一颗围绕太阳公转的小行星。1984年5月9日，J. Gibson在帕洛马山发现了此天体。这颗小行星的绝对星等为57.74342等。	
2239,3547802	,小行星7461	,小行星7461是一颗围绕太阳公转的小行星。1984年10月3日，在哈佛大学天文台发现了此天体。这颗小行星的绝对星等为124.81895等。	
2240,3547803	,小行星7462	,小行星7462是一颗围绕太阳公转的小行星。1984年11月20日，爱德华·鲍威尔在可可尼诺县发现了此天体。这颗小行星的绝对星等为122.3350119575184等。	
2241,3547804	,小行星7463	,小行星7463是一颗围绕太阳公转的小行星。1985年9月20日，关勉在芸西天文台发现了此天体。这颗小行星的绝对星等为348.99337等。	
2242,3547805	,小行星7464	,小行星7464是一颗围绕太阳公转的小行星。1987年11月15日，安东宁·姆尔科斯在克列特发现了此天体。这颗小行星的绝对星等为15.9875591770508等。	
2243,3547806	,小行星7465	,小行星7465是一颗围绕太阳公转的小行星。1989年10月31日，B. G. W. Manning在伍斯特郡发现了此天体。这颗小行星的绝对星等为193.76509等。	
2244,3547808	,小行星7466	,小行星7466是一颗围绕太阳公转的小行星。1989年11月2日，T. Hioki、川里信弘在奥多摩町发现了此天体。这颗小行星的绝对星等为355.9778809399764等。	
2245,3547809	,小行星7467	,小行星7467是一颗围绕太阳公转的小行星。1989年11月25日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为41.60523等。	
2246,3547810	,小行星7469	,小行星7469是一颗围绕太阳公转的小行星。1990年11月15日，柳德米拉·切尔尼赫在克里米亚发现了此天体。这颗小行星的绝对星等为14.9770508170976等。	
2247,3547811	,小行星7470	,小行星7470是一颗围绕太阳公转的小行星。1991年5月2日，浦田武在清水町发现了此天体。这颗小行星的绝对星等为159.18577等。	
2248,3547813	,小行星7471	,小行星7471是一颗围绕太阳公转的小行星。1991年12月28日，川里信弘在上野原市发现了此天体。这颗小行星的绝对星等为118.83837等。	
2249,3547814	,小行星7472	,小行星7472是一颗围绕太阳公转的小行星。1992年2月13日，秋山万喜夫、古田俊正在裾野市发现了此天体。这颗小行星的绝对星等为81.64563794163024等。	
2250,3547815	,小行星7473	,小行星7473是一颗围绕太阳公转的小行星。1992年3月1日，UESAC在拉西拉天文台发现了此天体。这颗小行星的绝对星等为244.4691142004172等。	
2251,3547816	,小行星7474	,小行星7474是一颗围绕太阳公转的小行星。1992年10月1日，罗伯特·H·麦克诺特在赛丁泉山发现了此天体。这颗小行星的绝对星等为275.5316169514005等。	
2252,3547818	,小行星7475	,小行星7475是一颗围绕太阳公转的小行星。1992年10月28日，圆馆金、渡边和郎在北见发现了此天体。这颗小行星的绝对星等为321.07303等。	
2253,3547819	,小行星7476	,小行星7476是一颗围绕太阳公转的小行星。1993年4月14日，在卡特林那发现了此天体。这颗小行星的绝对星等为145.62453等。	
2254,3547820	,小行星7477	,小行星7477是一颗围绕太阳公转的小行星。1993年6月13日，亨利·E·霍尔特在帕洛马山发现了此天体。这颗小行星的绝对星等为36.83753等。	
2255,3547821	,小行星7478	,小行星7478是一颗围绕太阳公转的小行星。1993年7月20日，艾瑞克·怀特·埃尔斯特在拉西拉天文台发现了此天体。这颗小行星的绝对星等为220.93238等。	
2256,3547822	,小行星7479	,小行星7479是一颗围绕太阳公转的小行星。1994年3月4日，上田清二、金田宏在钏路市发现了此天体。这颗小行星的绝对星等为334.73530等。	
2257,3547823	,小行星7480	,小行星7480是一颗围绕太阳公转的小行星。1994年8月1日，卡罗琳·舒梅克、尤金·舒梅克在帕洛马山发现了此天体。这颗小行星的绝对星等为256.7521482886455等。	
2258,3547824	,小行星7481	,小行星7481是一颗围绕太阳公转的小行星。1994年8月11日，A. Boattini、M. Tombelli在圣马尔切洛皮斯托耶塞发现了此天体。这颗小行星的绝对星等为329.3234645380344等。	
2259,3547825	,小行星7482	,小行星7482是一颗围绕太阳公转的小行星。1994年8月9日，罗伯特·H·麦克诺特在赛丁泉山发现了此天体。这颗小行星的绝对星等为47.60709102335298等。	
2260,3547826	,小行星7483	,小行星7483是一颗围绕太阳公转的小行星。1994年11月1日，圆馆金、渡边和郎在北见发现了此天体。这颗小行星的绝对星等为12.6等。	
